"","storm_id","STATE_FIPS","EVENT_TYPE","CZ_FIPS","INJURIES_DIRECT","INJURIES_INDIRECT","DEATHS_DIRECT","DEATHS_INDIRECT","DAMAGE_PROPERTY","DAMAGE_CROPS"
"1","Danny",25,"Strong Wind",19,0,0,0,0,"",""
"2","Danny",44,"Strong Wind",6,0,0,0,0,"",""
"3","Danny",22,"Hurricane (Typhoon)",61,0,0,0,0,"",""
"4","Danny",25,"Strong Wind",21,0,0,0,0,"",""
"5","Danny",36,"Heavy Rain",5,0,0,0,0,"",""
"6","Danny",45,"Lightning",87,0,0,0,0,"10K",""
"7","Danny",45,"Thunderstorm Wind",47,0,0,0,0,"",""
"8","Danny",9,"Heavy Rain",7,0,0,0,0,"",""
"9","Danny",45,"Tornado",23,0,0,0,0,"15K",""
"10","Ana",30,"Flood",23,0,0,0,0,"",""
"11","Danny",45,"Heavy Rain",77,0,0,0,0,"",""
"12","Danny",28,"Hurricane (Typhoon)",80,0,0,0,0,"",""
"13","Danny",37,"Flash Flood",99,0,0,0,0,"",""
"14","Danny",37,"Flash Flood",119,0,0,0,0,"",""
"15","Danny",45,"Flash Flood",59,0,0,0,0,"150K",""
"16","Danny",28,"Hurricane (Typhoon)",82,0,0,0,0,"",""
"17","Danny",37,"Flash Flood",179,0,0,0,0,"",""
"18","Ana",99,"Thunderstorm Wind",29,0,0,0,0,"",""
"19","Danny",45,"Flash Flood",23,1,0,0,0,"43K",""
"20","Danny",36,"Heavy Rain",119,0,0,0,0,"",""
"21","Danny",22,"Hurricane (Typhoon)",70,0,0,0,0,"",""
"22","Danny",36,"Heavy Rain",103,0,0,0,0,"",""
"23","Danny",36,"Heavy Rain",79,0,0,0,0,"",""
"24","Danny",25,"Strong Wind",20,0,0,0,0,"",""
"25","Danny",34,"Flash Flood",39,0,0,0,0,"",""
"26","Danny",34,"Heavy Rain",31,0,0,0,0,"",""
"27","Danny",34,"Flash Flood",3,0,0,0,0,"",""
"28","Danny",34,"Flash Flood",13,0,0,0,0,"3M",""
"29","Danny",34,"Heavy Rain",17,0,0,0,0,"",""
"30","Danny",36,"Heavy Rain",59,3,0,0,0,"",""
"31","Danny",36,"Heavy Rain",61,0,0,0,0,"",""
"32","Danny",25,"High Wind",24,0,0,0,0,"",""
"33","Danny",1,"Hurricane (Typhoon)",62,0,0,0,0,"",""
"34","Danny",1,"Hurricane (Typhoon)",61,0,0,0,0,"",""
"35","Danny",22,"Hurricane (Typhoon)",69,0,0,0,0,"3.5M",""
"36","Danny",22,"Hurricane (Typhoon)",62,0,0,0,0,"",""
"37","Danny",36,"Heavy Rain",81,0,0,0,0,"",""
"38","Danny",1,"Hurricane (Typhoon)",51,0,0,0,0,"",""
"39","Danny",1,"Hurricane (Typhoon)",64,0,0,1,0,"60.5M","2.5M"
"40","Danny",1,"Hurricane (Typhoon)",63,0,0,0,0,"",""
"41","Danny",9,"Heavy Rain",1,0,0,0,0,"",""
"42","Danny",25,"Heavy Rain",24,0,0,0,0,"",""
"43","Danny",36,"Heavy Rain",47,0,0,0,0,"",""
"44","Danny",25,"Heavy Rain",23,0,0,0,0,"",""
"45","Danny",36,"Heavy Rain",71,0,0,0,0,"",""
"46","Danny",22,"Hurricane (Typhoon)",64,0,0,0,0,"",""
"47","Danny",45,"Thunderstorm Wind",7,1,0,0,0,"8K",""
"48","Danny",25,"Strong Wind",22,0,0,0,0,"",""
"49","Danny",13,"Flash Flood",241,0,0,0,0,"",""
"50","Danny",1,"Flash Flood",23,0,0,0,0,"",""
"51","Danny",1,"Flash Flood",23,0,0,0,0,"500K","50K"
"52","Danny",22,"Hurricane (Typhoon)",67,0,0,0,0,"",""
"53","Danny",45,"Flash Flood",91,0,0,0,0,"207K",""
"54","Danny",42,"Heavy Rain",17,0,0,0,0,"",""
"55","Danny",42,"Heavy Rain",45,0,0,0,0,"",""
"56","Danny",34,"Flood",1,0,0,0,0,"",""
"57","Danny",34,"Flood",9,0,0,0,0,"",""
"58","Danny",25,"Heavy Rain",22,0,0,0,0,"",""
"59","Danny",42,"Heavy Rain",91,0,0,0,0,"",""
"60","Danny",45,"Tornado",1,0,0,0,0,"2K",""
"61","Danny",36,"Heavy Rain",87,0,0,0,0,"",""
"62","Danny",42,"Heavy Rain",101,0,0,0,0,"",""
"63","Danny",34,"Flash Flood",19,3,0,0,0,"",""
"64","Danny",34,"Flash Flood",21,0,0,0,0,"",""
"65","Danny",34,"Flash Flood",27,0,0,0,0,"",""
"66","Danny",34,"Flash Flood",35,0,0,0,0,"",""
"67","Danny",28,"Hurricane (Typhoon)",81,0,0,0,0,"",""
"68","Danny",44,"Strong Wind",5,0,0,0,0,"",""
"69","Danny",44,"Strong Wind",7,0,0,0,0,"",""
"70","Danny",44,"Strong Wind",4,0,0,0,0,"",""
"71","Danny",45,"Flash Flood",83,0,0,0,0,"200K",""
"72","Danny",22,"Hurricane (Typhoon)",63,0,0,0,0,"",""
"73","Danny",36,"Heavy Rain",85,0,0,0,0,"",""
"74","Danny",9,"Heavy Rain",11,0,0,0,0,"",""
"75","Danny",34,"Flood",29,0,0,0,0,"",""
"76","Danny",22,"Hurricane (Typhoon)",66,0,0,0,0,"",""
"77","Danny",9,"Heavy Rain",9,0,0,0,0,"",""
"78","Danny",25,"High Wind",23,0,0,0,0,"",""
"79","Ana",6,"High Wind",57,0,0,0,0,"",""
"80","Grace",12,"Hail",63,0,0,0,0,"",""
"81","Ana",6,"High Wind",50,0,0,0,0,"",""
"82","Ana",6,"High Wind",43,0,0,0,0,"",""
"83","Ana",6,"High Wind",48,4,0,0,0,"",""
"84","Bill",30,"Flash Flood",111,0,0,0,0,"",""
"85","Ana",6,"High Wind",61,0,0,0,0,"",""
"86","Bill",20,"Cold/Wind Chill",39,0,0,0,0,"",""
"87","Subtrop",54,"Winter Storm",53,0,0,0,0,"",""
"88","Subtrop",49,"Flash Flood",53,11,0,0,0,"5M",""
"89","Ana",6,"High Wind",54,0,0,0,0,"",""
"90","Ana",6,"High Wind",49,0,0,0,0,"",""
"91","Danny",22,"Hurricane (Typhoon)",68,0,0,0,0,"1.5M",""
"92","Ana",6,"High Wind",41,0,0,0,0,"",""
"93","Ana",6,"High Wind",44,0,0,0,0,"",""
"94","Ana",6,"High Wind",45,0,0,0,0,"",""
"95","Ana",6,"High Wind",46,0,0,0,0,"",""
"96","Ana",6,"High Wind",47,0,0,0,0,"",""
"97","Ana",15,"Flood",7,0,0,0,0,"",""
"98","Ana",6,"High Wind",58,0,0,0,0,"",""
"99","Ana",6,"High Wind",45,0,0,0,0,"",""
"100","Ana",6,"High Wind",54,0,0,0,0,"",""
"101","Ana",6,"High Wind",57,0,0,0,0,"",""
"102","Ana",6,"High Wind",57,0,0,0,0,"",""
"103","Ana",6,"High Wind",48,0,0,0,0,"",""
"104","Ana",6,"High Wind",49,0,0,0,0,"",""
"105","Ana",6,"High Wind",40,0,0,0,0,"",""
"106","Bill",37,"Thunderstorm Wind",49,0,0,0,0,"10K",""
"107","Ana",6,"High Wind",42,0,0,0,0,"",""
"108","Ana",6,"High Wind",48,1,0,0,0,"",""
"109","Ana",6,"High Wind",49,0,0,0,0,"",""
"110","Ana",6,"High Wind",42,0,0,0,0,"",""
"111","Ana",6,"High Wind",62,0,0,0,0,"",""
"112","Ana",6,"Winter Storm",35,0,0,0,0,"",""
"113","Ana",6,"Winter Storm",36,0,0,0,0,"",""
"114","Ana",6,"Winter Storm",40,0,0,0,0,"",""
"115","Ana",6,"Winter Storm",41,0,0,0,0,"",""
"116","Ana",6,"High Wind",53,0,0,0,0,"",""
"117","Ana",6,"High Wind",55,0,0,0,0,"",""
"118","Ana",6,"High Wind",56,0,0,0,0,"",""
"119","Subtrop",54,"Winter Storm",51,0,0,0,0,"",""
"120","Subtrop",54,"Winter Storm",52,0,0,0,0,"",""
"121","Subtrop",54,"Winter Storm",50,0,0,0,0,"",""
"122","Grace",21,"Thunderstorm Wind",47,0,0,0,0,"80K",""
"123","Subtrop",54,"Winter Weather",55,0,0,0,0,"",""
"124","Ana",6,"Winter Storm",39,0,0,0,0,"",""
"125","Subtrop",54,"Winter Weather",48,0,0,0,0,"",""
"126","Ana",6,"High Wind",46,0,0,0,0,"",""
"127","Ana",6,"Winter Storm",38,0,0,0,0,"",""
"128","Ana",6,"Winter Storm",44,0,0,0,0,"",""
"129","Ana",6,"Winter Storm",46,0,0,0,0,"",""
"130","Ana",6,"Winter Storm",54,0,0,0,0,"",""
"131","Ana",6,"Winter Storm",45,0,0,0,0,"",""
"132","Ana",15,"Flood",7,0,0,0,0,"",""
"133","Subtrop",54,"Winter Weather",49,0,0,0,0,"",""
"134","Subtrop",54,"Winter Weather",54,0,0,0,0,"",""
"135","Ana",6,"High Wind",40,0,0,0,0,"",""
"136","Ana",6,"High Wind",41,0,0,0,0,"",""
"137","Ana",6,"High Wind",44,0,0,0,0,"",""
"138","Ana",6,"High Wind",47,0,0,1,0,"",""
"139","Ana",6,"High Wind",53,0,0,0,0,"",""
"140","Ana",6,"Winter Storm",47,0,0,0,0,"",""
"141","Ana",15,"High Wind",1,0,0,0,0,"",""
"142","Ana",6,"Winter Storm",52,0,0,0,0,"",""
"143","Ana",6,"Winter Storm",53,0,0,0,0,"",""
"144","Grace",13,"Thunderstorm Wind",245,0,0,0,0,"7K","0K"
"145","Ana",11,"Strong Wind",1,0,0,0,0,"30K",""
"146","Erika",99,"Hurricane (Typhoon)",6,0,0,0,0,"",""
"147","Ana",6,"High Wind",57,0,0,0,0,"",""
"148","Ana",6,"High Wind",48,0,0,0,0,"",""
"149","Ana",6,"High Wind",54,0,0,0,0,"",""
"150","Ana",6,"High Wind",53,0,0,0,0,"",""
"151","Ana",6,"High Wind",57,0,0,0,0,"",""
"152","Ana",6,"High Wind",56,0,0,0,0,"",""
"153","Ana",98,"Flood",6,0,0,0,0,"",""
"154","Ana",98,"Funnel Cloud",6,0,0,0,0,"",""
"155","Ana",98,"High Wind",6,2,0,0,0,"75K",""
"156","Ana",98,"High Wind",6,0,0,0,0,"300K","100K"
"157","Ana",98,"High Wind",7,0,0,0,0,"300K",""
"158","Ana",99,"Heavy Rain",23,0,0,0,0,"",""
"159","Erika",99,"Hurricane (Typhoon)",1,0,0,0,0,"",""
"160","Bill",20,"High Wind",39,0,0,0,0,"",""
"161","Ana",6,"High Wind",44,0,0,0,0,"",""
"162","Ana",6,"High Wind",47,0,0,0,0,"",""
"163","Ana",6,"High Wind",54,0,0,0,0,"",""
"164","Ana",6,"High Wind",53,0,0,0,0,"",""
"165","Ana",99,"Heavy Rain",9,0,0,0,0,"",""
"166","Erika",99,"Hurricane (Typhoon)",7,0,0,0,0,"",""
"167","Ana",6,"High Wind",49,0,0,1,0,"",""
"168","Ana",6,"High Wind",49,1,0,1,0,"",""
"169","Bill",16,"Thunderstorm Wind",11,0,0,0,0,"10K",""
"170","Ana",6,"High Wind",48,0,0,0,0,"",""
"171","Ana",6,"Strong Wind",43,0,0,0,0,"",""
"172","Ana",6,"High Wind",49,0,0,0,0,"",""
"173","Ana",6,"High Wind",45,0,0,0,0,"",""
"174","Ana",6,"High Wind",48,0,0,0,0,"",""
"175","Ana",6,"High Wind",46,0,0,0,0,"",""
"176","Ana",6,"High Wind",44,0,0,0,0,"",""
"177","Ana",6,"High Wind",47,0,0,0,0,"",""
"178","Erika",99,"Hurricane (Typhoon)",2,0,0,0,0,"",""
"179","Ana",6,"High Wind",57,0,0,0,0,"",""
"180","Ana",6,"High Wind",58,0,0,0,0,"",""
"181","Ana",6,"Wildfire",59,0,0,0,0,"",""
"182","Ana",98,"Hurricane (Typhoon)",5,0,0,0,0,"100K","100K"
"183","Ana",99,"Heavy Rain",29,0,0,0,0,"3K",""
"184","Ana",6,"High Wind",57,0,0,0,0,"",""
"185","Ana",98,"Hurricane (Typhoon)",7,3,0,0,0,"100K",""
"186","Ana",99,"Thunderstorm Wind",29,0,0,0,0,"2K",""
"187","Ana",98,"Lightning",6,0,0,0,0,"100K",""
"188","Ana",98,"Flood",6,0,0,0,0,"",""
"189","Ana",98,"Funnel Cloud",6,0,0,0,0,"",""
"190","Ana",98,"Flood",6,0,0,0,0,"",""
"191","Ana",98,"Funnel Cloud",6,0,0,0,0,"",""
"192","Ana",98,"Flood",6,0,0,0,0,"",""
"193","Ana",98,"Hurricane (Typhoon)",5,0,0,0,0,"75K","25K"
"194","Ana",98,"Hurricane (Typhoon)",5,0,0,0,0,"80K",""
"195","Ana",98,"Flood",6,0,0,0,0,"",""
"196","Ana",98,"Flood",6,0,0,0,0,"",""
"197","Ana",6,"Flash Flood",59,0,0,0,0,"17.7M",""
"198","Ana",6,"Flood",65,0,0,0,0,"",""
"199","Ana",6,"Flood",71,0,0,0,0,"",""
"200","Ana",6,"Thunderstorm Wind",73,2,0,0,0,"",""
"201","Ana",6,"High Wind",42,0,0,1,0,"",""
"202","Ana",6,"High Wind",45,0,0,0,0,"",""
"203","Ana",6,"High Wind",46,0,0,0,0,"",""
"204","Ana",98,"Tropical Storm",6,0,0,0,0,"",""
"205","Ana",98,"Flood",6,0,0,0,0,"",""
"206","Ana",6,"High Wind",48,0,0,0,0,"",""
"207","Ana",6,"High Wind",49,0,0,0,0,"",""
"208","Ana",6,"High Wind",57,0,0,0,0,"",""
"209","Ana",6,"High Wind",48,0,0,0,0,"",""
