"","storm_id","STATE_FIPS","EVENT_TYPE","CZ_FIPS","INJURIES_DIRECT","INJURIES_INDIRECT","DEATHS_DIRECT","DEATHS_INDIRECT","DAMAGE_PROPERTY","DAMAGE_CROPS"
"1","Barry",26,"Flood",51,0,0,0,0,"50K",""
"2","Barry",26,"Flood",52,0,0,0,0,"50K",""
"3","Barry",26,"Flash Flood",123,0,0,0,0,"100K",""
"4","Barry",26,"Flash Flood",133,0,0,0,0,"100K",""
"5","Barry",26,"Flash Flood",127,0,0,0,0,"100K",""
"6","Barry",26,"Flood",58,0,0,0,0,"50K",""
"7","Barry",26,"Flash Flood",37,0,0,0,0,"100K",""
"8","Barry",26,"Flash Flood",121,0,0,0,0,"100K",""
"9","Barry",26,"Flood",56,0,0,0,0,"50K",""
"10","Barry",26,"Flash Flood",85,0,0,0,0,"100K",""
"11","Barry",26,"Thunderstorm Wind",15,0,0,0,0,"20K",""
"12","Barry",26,"Thunderstorm Wind",117,0,0,0,0,"50K",""
"13","Barry",26,"Thunderstorm Wind",5,0,0,0,0,"10K",""
"14","Noel",29,"Thunderstorm Wind",119,0,0,0,0,"0K",""
"15","Barry",26,"Flash Flood",105,0,0,0,0,"100K",""
"16","Barry",26,"Flood",45,0,0,0,0,"50K",""
"17","Barry",26,"Flash Flood",15,0,0,0,0,"100K",""
"18","Barry",26,"Flash Flood",45,0,0,0,0,"100K",""
"19","Barry",26,"Flash Flood",65,0,0,0,0,"100K",""
"20","Barry",26,"Flood",46,0,0,0,0,"50K",""
"21","Barry",26,"Flood",40,0,0,0,0,"50K",""
"22","Barry",26,"Flash Flood",5,0,0,0,0,"100K",""
"23","Barry",26,"Flood",57,0,0,0,0,"50K",""
"24","Barry",26,"Flash Flood",159,0,0,0,0,"100K",""
"25","Barry",26,"Flash Flood",77,0,0,0,0,"100K",""
"26","Barry",26,"Flash Flood",25,0,0,0,0,"100K",""
"27","Barry",26,"Flash Flood",75,0,0,0,0,"100K",""
"28","Barry",26,"Thunderstorm Wind",65,0,0,0,0,"75K",""
"29","Barry",26,"Thunderstorm Wind",81,0,0,0,0,"10K",""
"30","Allison",19,"Hail",83,0,0,0,0,"5K","3K"
"31","Allison",19,"Tornado",17,0,0,0,0,"30K","3K"
"32","Allison",19,"Tornado",23,0,0,0,0,"",""
"33","Allison",19,"Hail",23,0,0,0,0,"","3K"
"34","Allison",19,"Hail",17,0,0,0,0,"5K","5K"
"35","Allison",19,"Tornado",13,0,0,0,0,"",""
"36","Allison",19,"Hail",17,0,0,0,0,"10K","5K"
"37","Allison",19,"Tornado",13,0,0,0,0,"",""
"38","Allison",19,"Tornado",13,0,0,0,0,"3K",""
"39","Allison",19,"Tornado",13,0,0,0,0,"5K",""
"40","Allison",19,"Hail",83,0,0,0,0,"","3K"
"41","Allison",19,"Hail",83,0,0,0,0,"","10K"
"42","Allison",19,"Hail",83,0,0,0,0,"10K","5K"
"43","Allison",19,"Hail",197,0,0,0,0,"150K","10K"
"44","Allison",12,"High Wind",4,0,0,0,0,"",""
"45","Allison",19,"Tornado",47,0,0,0,0,"",""
"46","Allison",19,"Hail",47,0,0,0,0,"2K","5K"
"47","Allison",19,"Hail",69,0,0,0,0,"3K","5K"
"48","Allison",19,"Hail",69,0,0,0,0,"2K","5K"
"49","Allison",19,"Hail",69,0,0,0,0,"5K","5K"
"50","Allison",19,"Hail",23,0,0,0,0,"2K","5K"
"51","Allison",19,"Hail",23,0,0,0,0,"","2K"
"52","Allison",19,"Hail",29,0,0,0,0,"3K","5K"
"53","Allison",19,"Thunderstorm Wind",29,0,0,0,0,"1K",""
"54","Allison",19,"Hail",23,0,0,0,0,"20K","5K"
"55","Allison",19,"Thunderstorm Wind",1,0,0,0,0,"15K",""
"56","Allison",19,"Hail",23,0,0,0,0,"2K","5K"
"57","Allison",19,"Hail",23,0,0,0,0,"5K","5K"
"58","Allison",19,"Hail",33,0,0,0,0,"","3K"
"59","Allison",19,"Tornado",47,0,0,0,0,"25K",""
"60","Allison",19,"Hail",197,0,0,0,0,"5K","5K"
"61","Allison",19,"Tornado",47,0,0,0,0,"",""
"62","Allison",19,"Tornado",13,0,0,0,0,"",""
"63","Allison",19,"Hail",83,0,0,0,0,"5K","5K"
"64","Allison",19,"Hail",83,0,0,0,0,"30K","5K"
"65","Barry",29,"Thunderstorm Wind",9,0,0,0,0,"35K",""
"66","Iris",42,"Thunderstorm Wind",25,19,0,0,0,"","0"
"67","Iris",42,"Hail",25,0,0,0,0,"",""
"68","Allison",11,"Heavy Rain",1,0,0,0,0,"",""
"69","Allison",9,"Flash Flood",11,0,0,0,0,"",""
"70","Barry",26,"Flash Flood",121,0,0,0,0,"25K","25K"
"71","Barry",26,"Flash Flood",105,0,0,0,0,"50K","50K"
"72","Barry",26,"Flash Flood",105,0,0,0,0,"25K","25K"
"73","Barry",26,"Flash Flood",105,0,0,0,0,"50K","50K"
"74","Barry",26,"Flash Flood",105,0,0,0,0,"25K","25K"
"75","Barry",26,"Flash Flood",123,0,0,0,0,"50K","50K"
"76","Barry",26,"Flash Flood",123,0,0,0,0,"50K","50K"
"77","Barry",26,"Flash Flood",123,0,0,0,0,"25K","25K"
"78","Barry",26,"Flash Flood",139,0,0,0,0,"50K","50K"
"79","Barry",26,"Flash Flood",139,0,0,0,0,"25K","25K"
"80","Barry",26,"Flash Flood",15,0,0,0,0,"50K","50K"
"81","Barry",26,"Flash Flood",15,0,0,0,0,"25K","25K"
"82","Barry",26,"Flash Flood",15,0,0,0,0,"50K","50K"
"83","Barry",26,"Flash Flood",15,0,0,0,0,"25K","25K"
"84","Barry",26,"Flash Flood",25,0,0,0,0,"50K","50K"
"85","Barry",26,"Flash Flood",25,0,0,0,0,"25K","25K"
"86","Allison",1,"Flood",64,0,0,0,0,"3K",""
"87","Allison",24,"Flash Flood",11,0,0,0,0,"10K",""
"88","Allison",1,"Flood",63,0,0,0,0,"",""
"89","Allison",22,"Flash Flood",45,0,0,0,0,"1.5M",""
"90","Barry",26,"Hail",77,0,0,0,0,"25K","25K"
"91","Barry",26,"Thunderstorm Wind",121,0,0,0,0,"10K",""
"92","Barry",26,"Flash Flood",127,0,0,0,0,"500K","200K"
"93","Barry",26,"Thunderstorm Wind",121,0,0,0,0,"25K",""
"94","Barry",26,"Hail",77,0,0,0,0,"25K","25K"
"95","Barry",26,"Flash Flood",121,0,0,0,0,"500K","200K"
"96","Barry",26,"Hail",121,0,0,0,0,"10K","10K"
"97","Barry",26,"Thunderstorm Wind",139,0,0,0,0,"10K",""
"98","Barry",26,"Hail",121,0,0,0,0,"25K","25K"
"99","Barry",26,"Thunderstorm Wind",139,0,0,0,0,"25K",""
"100","Barry",26,"Hail",121,0,0,0,0,"25K","25K"
"101","Barry",26,"Flash Flood",81,0,0,0,0,"500K","200K"
"102","Barry",26,"Flash Flood",127,0,0,0,0,"25K","25K"
"103","Barry",26,"Flash Flood",127,0,0,0,0,"25K","25K"
"104","Barry",26,"Flash Flood",121,0,0,0,0,"25K","25K"
"105","Barry",26,"Flash Flood",123,0,0,0,0,"25K","25K"
"106","Allison",36,"Flash Flood",81,0,0,0,0,"",""
"107","Allison",36,"Flash Flood",59,0,0,0,0,"",""
"108","Allison",36,"Flash Flood",103,0,0,0,0,"",""
"109","Allison",36,"Flood",61,0,0,0,0,"",""
"110","Allison",36,"Flood",5,0,0,0,0,"",""
"111","Allison",12,"High Wind",2,0,0,0,0,"30K",""
