storm_id,fips,EVENT_TYPE,INJURIES_DIRECT,INJURIES_INDIRECT,DEATHS_DIRECT,DEATHS_INDIRECT,DAMAGE_PROPERTY,DAMAGE_CROPS
Floyd-1999,51057,Tropical Storm,0,0,0,0,30000,NA
Jose-1999,29030,Flood,0,0,0,0,NA,NA
Floyd-1999,25014,Strong Wind,0,0,0,0,NA,NA
Floyd-1999,11001,Flash Flood,0,0,0,0,NA,NA
Floyd-1999,25005,Heavy Rain,0,0,0,0,NA,NA
Floyd-1999,45046,Hurricane (Typhoon),0,0,0,0,NA,NA
Michael-2000,24019,Winter Storm,0,0,0,0,NA,NA
Gordon-2000,10004,Winter Storm,0,0,0,0,NA,NA
Gordon-2000,10003,Winter Storm,5,0,0,0,NA,NA
Gordon-2000,10002,Winter Storm,0,0,0,0,NA,NA
Michael-2000,24020,Winter Storm,0,0,0,0,NA,NA
Michael-2000,24008,Winter Storm,0,0,0,0,NA,NA
Michael-2000,24012,Winter Storm,0,0,0,0,NA,NA
Michael-2000,24015,Winter Storm,0,0,0,0,NA,NA
Gordon-2000,10001,Winter Storm,20,0,0,0,NA,NA
Gordon-2000,10004,High Wind,0,0,0,0,35000,NA
Gordon-2000,10003,High Wind,0,0,0,0,15000,NA
Gordon-2000,10004,Flood,0,0,0,0,NA,NA
Gordon-2000,10003,Flood,0,0,0,0,NA,NA
Florence-2000,41009,High Wind,0,0,0,0,NA,NA
Florence-2000,41001,High Wind,0,0,0,0,NA,NA
Florence-2000,41004,High Wind,0,0,0,0,NA,NA
Chris-2000,21017,Heavy Snow,0,0,0,0,NA,NA
Chris-2000,21001,Heavy Snow,0,0,0,0,NA,NA
Chris-2000,21006,Heavy Snow,0,0,0,0,NA,NA
Chris-2000,21002,Heavy Snow,0,0,0,0,NA,NA
Chris-2000,21022,Heavy Snow,0,0,0,0,NA,NA
Chris-2000,21012,Heavy Snow,0,0,0,0,NA,NA
Chris-2000,21009,Heavy Snow,0,0,0,0,NA,NA
Chris-2000,10003,Flash Flood,0,0,0,0,NA,0
Chris-2000,17067,Heavy Snow,0,0,0,0,NA,NA
Chris-2000,10003,Flash Flood,0,0,0,0,NA,NA
Chris-2000,17068,Heavy Snow,0,0,0,0,NA,NA
Chris-2000,17052,Heavy Snow,3,0,0,0,NA,NA
Chris-2000,17071,Heavy Snow,0,0,0,0,NA,NA
Chris-2000,17072,Heavy Snow,0,0,0,0,NA,NA
Chris-2000,17054,Heavy Snow,0,0,0,0,NA,NA
Chris-2000,17055,Heavy Snow,0,0,0,0,NA,NA
Chris-2000,17057,Heavy Snow,0,0,0,0,NA,NA
Chris-2000,17056,Heavy Snow,0,0,1,0,NA,NA
Chris-2000,17061,Heavy Snow,2,0,0,0,NA,NA
Chris-2000,17062,Heavy Snow,4,0,0,0,NA,NA
Chris-2000,17063,Heavy Snow,0,0,0,0,NA,NA
Chris-2000,17066,Heavy Snow,0,0,0,0,NA,NA
Chris-2000,17050,Heavy Snow,0,0,0,0,NA,NA
Chris-2000,17051,Heavy Snow,0,0,0,0,NA,NA
Chris-2000,17073,Heavy Snow,0,0,0,0,NA,NA
Chris-2000,51141,Flash Flood,0,0,0,0,0,NA
Chris-2000,51067,Thunderstorm Wind,0,0,0,0,1000,NA
Chris-2000,51067,Hail,0,0,0,0,NA,NA
Chris-2000,51197,Hail,0,0,0,0,NA,NA
Chris-2000,51141,Hail,0,0,0,0,NA,NA
Chris-2000,51121,Hail,0,0,0,0,NA,NA
Chris-2000,24001,Strong Wind,0,0,0,0,5000,NA
Chris-2000,51770,Flash Flood,0,0,0,0,NA,NA
Chris-2000,51067,Flash Flood,0,0,0,0,NA,NA
Chris-2000,51067,Flash Flood,0,0,0,0,NA,NA
Chris-2000,51161,Flash Flood,0,0,0,0,NA,NA
Chris-2000,51770,Flash Flood,0,0,0,0,NA,NA
Chris-2000,51143,Hail,0,0,0,0,NA,NA
Chris-2000,51121,Hail,0,0,0,0,NA,NA
Chris-2000,51037,Hail,0,0,0,0,NA,NA
Chris-2000,51037,Hail,0,0,0,0,NA,NA
Chris-2000,51035,Flash Flood,0,0,0,0,NA,NA
Chris-2000,51121,Flash Flood,0,0,0,0,NA,NA
Chris-2000,51141,Flash Flood,0,0,0,0,NA,NA
Chris-2000,51161,Flash Flood,0,0,0,0,NA,NA
Chris-2000,51121,Hail,0,0,0,0,NA,NA
Chris-2000,51121,Flash Flood,0,0,0,0,NA,NA
Chris-2000,51067,Hail,0,0,0,0,NA,NA
Chris-2000,51031,Hail,0,0,0,0,NA,NA
Chris-2000,51031,Tornado,0,0,0,0,0,NA
Chris-2000,51031,Hail,0,0,0,0,NA,NA
Chris-2000,51143,Hail,0,0,0,0,NA,NA
Chris-2000,51197,Hail,0,0,0,0,NA,NA
Chris-2000,51770,Flash Flood,0,0,0,0,0,NA
Chris-2000,51067,Flash Flood,0,0,0,0,NA,NA
Chris-2000,51067,Thunderstorm Wind,0,0,0,0,75000,NA
Chris-2000,51163,Flash Flood,0,0,0,0,NA,NA
Chris-2000,51067,Hail,0,0,0,0,NA,NA
Chris-2000,51143,Hail,0,0,0,0,NA,NA
Chris-2000,51035,Hail,0,0,0,0,NA,NA
Chris-2000,51035,Hail,0,0,0,0,NA,NA
Chris-2000,51141,Hail,0,0,0,0,NA,NA
Chris-2000,51045,Flood,0,0,0,0,NA,NA
Chris-2000,51071,Flood,0,0,0,0,NA,NA
Chris-2000,51197,Thunderstorm Wind,0,0,0,0,0,NA
Chris-2000,51037,Flash Flood,0,0,0,0,NA,NA
Chris-2000,51031,Lightning,0,0,0,0,75000,NA
Chris-2000,51031,Lightning,0,0,0,0,3000,NA
Michael-2000,38014,Flood,0,0,0,0,250000,NA
Michael-2000,38015,Flood,0,0,0,0,250000,NA
Leslie-2000,5129,Thunderstorm Wind,0,0,0,0,NA,NA
Keith-2000,19040,Flood,0,0,0,0,NA,NA
Keith-2000,19065,Flood,0,0,0,0,NA,NA
Chris-2000,17055,Flash Flood,0,0,0,0,NA,NA
Chris-2000,17047,Flash Flood,0,0,0,0,NA,NA
Gordon-2000,12015,Flash Flood,0,0,0,0,50000,0
Gordon-2000,12027,Flash Flood,0,0,0,0,25000,0
Gordon-2000,12049,Flash Flood,0,0,0,0,25000,0
Gordon-2000,12071,Flash Flood,0,0,0,0,250000,0
Keith-2000,19066,Flood,0,0,0,0,NA,NA
Gordon-2000,12055,Flash Flood,0,0,0,0,20000,0
Gordon-2000,12057,Flash Flood,0,0,0,0,50000,0
Gordon-2000,12081,Flash Flood,0,0,0,0,1.00E+05,0
Chris-2000,17145,Flash Flood,0,0,0,0,10000,NA
Chris-2000,54010,High Wind,0,0,0,0,NA,NA
Chris-2000,54014,High Wind,0,0,0,0,NA,NA
Chris-2000,54016,High Wind,0,0,0,0,NA,NA
Chris-2000,54006,Cold/Wind Chill,0,0,0,0,NA,NA
Chris-2000,17077,Flash Flood,0,0,0,0,20000,NA
Chris-2000,17191,Flash Flood,0,0,0,0,NA,NA
Chris-2000,17199,Flash Flood,0,0,0,0,NA,NA
Chris-2000,54032,High Wind,0,0,0,0,NA,NA
Chris-2000,54011,High Wind,0,0,0,0,NA,NA
Chris-2000,54039,High Wind,0,0,0,0,NA,NA
Gordon-2000,13116,Drought,0,0,0,0,NA,NA
Gordon-2000,13141,Drought,0,0,0,0,NA,NA
Gordon-2000,13101,Drought,0,0,0,0,NA,NA
Gordon-2000,13115,Drought,0,0,0,0,NA,NA
Gordon-2000,13118,Drought,0,0,0,0,NA,NA
Gordon-2000,13138,Drought,0,0,0,0,NA,NA
Chris-2000,54035,High Wind,0,0,0,0,NA,NA
Chris-2000,54019,High Wind,0,0,0,0,NA,NA
Gordon-2000,13117,Drought,0,0,0,0,NA,NA
Gordon-2000,13139,Drought,0,0,0,0,NA,NA
Gordon-2000,45048,Tropical Storm,0,0,0,0,NA,NA
Gordon-2000,13100,Drought,0,0,0,0,NA,NA
Gordon-2000,13099,Drought,0,0,0,0,NA,NA
Gordon-2000,13119,Drought,0,0,0,0,NA,NA
Chris-2000,54025,High Wind,0,0,0,0,NA,NA
Chris-2000,54007,High Wind,0,0,0,0,NA,NA
Gordon-2000,45048,Drought,0,0,0,0,NA,NA
Gordon-2000,45045,Drought,0,0,0,0,NA,NA
Gordon-2000,45050,Drought,0,0,0,0,NA,NA
Chris-2000,54015,High Wind,0,0,0,0,NA,NA
Chris-2000,54040,Cold/Wind Chill,0,0,0,0,NA,NA
Chris-2000,54030,High Wind,0,0,0,0,NA,NA
Chris-2000,54008,High Wind,0,0,0,0,NA,NA
Chris-2000,54030,Cold/Wind Chill,0,0,0,0,NA,NA
Chris-2000,54013,Cold/Wind Chill,0,0,0,0,NA,NA
Chris-2000,54036,Cold/Wind Chill,0,0,0,0,NA,NA
Chris-2000,54013,High Wind,0,0,0,0,NA,NA
Chris-2000,54026,Cold/Wind Chill,0,0,0,0,NA,NA
Chris-2000,54028,Cold/Wind Chill,0,0,0,0,NA,NA
Chris-2000,54029,Cold/Wind Chill,0,0,0,0,NA,NA
Chris-2000,54031,Cold/Wind Chill,0,0,0,0,NA,NA
Gordon-2000,13114,Drought,0,0,0,0,NA,NA
Gordon-2000,45040,Drought,0,0,0,0,NA,NA
Gordon-2000,12103,Flash Flood,0,0,0,0,150000,0
Gordon-2000,12105,Flash Flood,0,0,0,0,25000,0
Chris-2000,54020,Cold/Wind Chill,0,0,0,0,NA,NA
Gordon-2000,13140,Drought,0,0,0,0,NA,NA
Gordon-2000,13137,Drought,0,0,0,0,NA,NA
Gordon-2000,13088,Drought,0,0,0,0,NA,NA
Gordon-2000,12115,Flash Flood,0,0,0,0,1.00E+05,0
Gordon-2000,45050,Tropical Storm,0,0,0,0,NA,NA
Gordon-2000,45045,Tropical Storm,0,0,0,0,NA,NA
Chris-2000,54027,Cold/Wind Chill,0,0,0,0,NA,NA
Gordon-2000,45019,Flash Flood,0,0,0,0,NA,NA
Chris-2000,54033,High Wind,0,0,0,0,NA,NA
Chris-2000,54024,High Wind,0,0,0,0,NA,NA
Chris-2000,54037,High Wind,0,0,0,0,NA,NA
Gordon-2000,45044,Drought,0,0,0,0,NA,NA
Gordon-2000,45042,Drought,0,0,0,0,NA,NA
Gordon-2000,45047,Drought,0,0,0,0,NA,NA
Chris-2000,4015,Winter Storm,0,0,0,0,NA,NA
Chris-2000,54033,Cold/Wind Chill,0,0,0,0,NA,NA
Chris-2000,54024,Cold/Wind Chill,0,0,0,0,NA,NA
Chris-2000,54025,Cold/Wind Chill,0,0,0,0,NA,NA
Chris-2000,54019,Cold/Wind Chill,0,0,0,0,NA,NA
Chris-2000,54016,Cold/Wind Chill,0,0,0,0,NA,NA
Gordon-2000,45043,Drought,0,0,0,0,NA,NA
Chris-2000,4016,Winter Storm,0,0,0,0,NA,NA
Gordon-2000,45049,Drought,0,0,0,0,NA,NA
Chris-2000,4013,Winter Storm,0,0,0,0,NA,NA
Chris-2000,4004,Winter Storm,0,0,0,0,NA,NA
Chris-2000,54032,Cold/Wind Chill,0,0,0,0,NA,NA
Chris-2000,4018,Winter Storm,0,0,0,0,NA,NA
Chris-2000,54005,High Wind,0,0,0,0,NA,NA
Chris-2000,54007,Cold/Wind Chill,0,0,0,0,NA,NA
Chris-2000,4006,Winter Storm,0,0,0,0,NA,NA
Chris-2000,4007,Winter Storm,0,0,0,0,NA,NA
Chris-2000,4017,Winter Storm,0,0,0,0,NA,NA
Chris-2000,54017,High Wind,0,0,0,0,NA,NA
Chris-2000,54034,High Wind,0,0,0,0,NA,NA
Chris-2000,54018,Cold/Wind Chill,0,0,0,0,NA,NA
Chris-2000,4012,Winter Storm,0,0,0,0,NA,NA
Chris-2000,4008,Winter Storm,0,0,0,0,NA,NA
Chris-2000,4009,Winter Storm,0,0,0,0,NA,NA
Chris-2000,4037,Winter Storm,0,0,0,0,NA,NA
Chris-2000,4038,Winter Storm,0,0,0,0,NA,NA
Leslie-2000,26025,Thunderstorm Wind,0,0,0,0,1.00E+05,NA
Chris-2000,48243,Heat,0,0,0,0,NA,NA
Gordon-2000,45043,Tropical Storm,0,0,0,0,NA,NA
Gordon-2000,45042,Tropical Storm,0,0,0,0,NA,NA
Helene-2000,45005,Tornado,1,0,0,0,10000,NA
Leslie-2000,12074,Flood,0,0,0,0,4.40E+08,5.00E+08
Chris-2000,19041,Heavy Snow,0,0,0,0,NA,NA
Chris-2000,51121,Hail,0,0,0,0,NA,NA
Gordon-2000,45040,Tropical Storm,0,0,0,0,NA,NA
Chris-2000,19089,Heavy Snow,0,0,0,0,NA,NA
Gordon-2000,45044,Tropical Storm,0,0,0,0,NA,NA
Gordon-2000,45049,Tropical Storm,0,0,0,0,NA,NA
Helene-2000,45015,Flash Flood,0,0,1,0,25000,NA
Helene-2000,45015,Flash Flood,0,0,0,0,NA,NA
Leslie-2000,12072,Flood,0,0,0,0,1.00E+07,NA
Chris-2000,48234,Heat,0,0,0,0,NA,NA
Chris-2000,21047,Flash Flood,0,0,0,0,25000,NA
Chris-2000,21219,Flash Flood,0,0,0,0,NA,NA
Leslie-2000,26075,Thunderstorm Wind,0,0,0,0,50000,NA
Leslie-2000,26065,Thunderstorm Wind,0,0,0,0,50000,NA
Leslie-2000,26025,Thunderstorm Wind,0,0,0,0,50000,NA
Leslie-2000,26025,Thunderstorm Wind,0,0,0,0,50000,NA
Chris-2000,21221,Flash Flood,0,0,0,0,NA,NA
Chris-2000,21035,Flash Flood,0,0,0,0,NA,NA
Chris-2000,21047,Flash Flood,0,0,0,0,NA,NA
Chris-2000,21221,Flash Flood,0,0,0,0,NA,NA
Leslie-2000,26077,Hail,0,0,0,0,50000,NA
Chris-2000,29077,Flash Flood,0,0,0,0,0,NA
Chris-2000,29043,Flash Flood,0,0,0,0,0,NA
Helene-2000,1064,Tropical Storm,0,0,0,0,NA,NA
Gordon-2000,24031,Heavy Rain,0,0,0,0,NA,NA
Debby-2000,99013,Hurricane (Typhoon),0,0,0,0,25000,NA
Debby-2000,99009,Hurricane (Typhoon),0,0,0,0,41000,NA
Keith-2000,19063,Flood,0,0,0,0,NA,NA
Gordon-2000,42091,Flash Flood,0,0,0,0,25000,NA
Debby-2000,99002,Hurricane (Typhoon),0,0,0,0,41000,NA
Gordon-2000,24043,Heavy Rain,0,0,0,0,NA,NA
Gordon-2000,24021,Heavy Rain,0,0,0,0,NA,NA
Chris-2000,10003,Flash Flood,0,0,0,0,NA,NA
Gordon-2000,42017,Flash Flood,0,0,0,0,NA,NA
Gordon-2000,12069,Tropical Storm,0,0,0,0,NA,NA
Gordon-2000,12063,Tropical Storm,0,0,0,0,NA,NA
Gordon-2000,12068,Tropical Storm,0,0,0,0,NA,NA
Helene-2000,12003,Tropical Storm,0,0,0,0,NA,NA
Chris-2000,29213,Flash Flood,0,0,0,0,0,NA
Keith-2000,19089,Flood,0,0,0,0,NA,NA
Keith-2000,19042,Flood,0,0,0,0,NA,NA
Debby-2000,99004,Hurricane (Typhoon),0,0,0,0,41000,NA
Chris-2000,40056,Ice Storm,0,0,0,0,NA,NA
Chris-2000,10004,High Wind,0,0,0,0,NA,NA
Florence-2000,55005,Heavy Snow,0,0,0,0,NA,NA
Chris-2000,13062,Extreme Cold/Wind Chill,0,0,0,0,NA,NA
Chris-2000,13074,Extreme Cold/Wind Chill,0,0,0,0,NA,NA
Chris-2000,13103,Extreme Cold/Wind Chill,0,0,0,0,NA,NA
Chris-2000,13111,Extreme Cold/Wind Chill,0,0,0,0,NA,NA
Chris-2000,26082,Extreme Cold/Wind Chill,0,0,0,0,NA,NA
Chris-2000,26083,Extreme Cold/Wind Chill,0,0,0,0,NA,NA
Chris-2000,40063,Ice Storm,0,0,0,0,NA,NA
Chris-2000,40065,Ice Storm,0,0,0,0,NA,NA
Chris-2000,40066,Ice Storm,0,0,0,0,NA,NA
Chris-2000,46062,Blizzard,0,0,0,0,NA,NA
Chris-2000,40071,Ice Storm,0,0,0,0,NA,NA
Chris-2000,40070,Ice Storm,0,0,0,0,NA,NA
Chris-2000,13095,Extreme Cold/Wind Chill,0,0,0,0,NA,NA
Chris-2000,13025,Extreme Cold/Wind Chill,0,0,0,0,NA,NA
Chris-2000,13059,Extreme Cold/Wind Chill,0,0,0,0,NA,NA
Chris-2000,13076,Extreme Cold/Wind Chill,0,0,0,0,NA,NA
Chris-2000,13085,Extreme Cold/Wind Chill,0,0,0,0,NA,NA
Chris-2000,13072,Extreme Cold/Wind Chill,0,0,0,0,NA,NA
Chris-2000,40076,Ice Storm,0,0,0,0,NA,NA
Chris-2000,17017,Cold/Wind Chill,0,0,0,0,NA,NA
Chris-2000,17007,Cold/Wind Chill,0,0,0,0,NA,NA
Chris-2000,46070,Blizzard,0,0,0,0,NA,NA
Chris-2000,46059,Blizzard,0,0,0,0,NA,NA
Chris-2000,46064,Blizzard,0,0,0,0,NA,NA
Chris-2000,46050,Blizzard,0,0,0,0,NA,NA
Chris-2000,46060,Blizzard,0,0,0,0,NA,NA
Chris-2000,46039,Blizzard,0,0,0,0,NA,NA
Chris-2000,46067,Blizzard,0,0,0,0,NA,NA
Chris-2000,26061,Extreme Cold/Wind Chill,0,0,0,0,NA,NA
Chris-2000,26062,Extreme Cold/Wind Chill,0,0,0,0,NA,NA
Chris-2000,46052,Blizzard,0,0,0,0,NA,NA
Chris-2000,46061,Blizzard,0,0,0,0,NA,NA
Chris-2000,46054,Blizzard,0,0,0,0,NA,NA
Chris-2000,19068,Cold/Wind Chill,0,0,0,0,NA,NA
Chris-2000,46065,Blizzard,0,0,0,0,NA,NA
Chris-2000,35004,Winter Storm,0,0,0,0,NA,NA
Chris-2000,19098,Cold/Wind Chill,0,0,0,0,NA,NA
Chris-2000,19077,Cold/Wind Chill,0,0,0,0,NA,NA
Chris-2000,45004,Cold/Wind Chill,0,0,1,0,NA,NA
Chris-2000,46055,Blizzard,0,0,0,0,NA,NA
Chris-2000,46056,Blizzard,0,0,0,0,NA,NA
Chris-2000,46053,Blizzard,0,0,0,0,NA,NA
Chris-2000,46066,Blizzard,0,0,0,0,NA,NA
Chris-2000,35003,Winter Storm,0,0,0,0,NA,NA
Chris-2000,19087,Cold/Wind Chill,0,0,0,0,NA,NA
Chris-2000,19064,Cold/Wind Chill,0,0,0,0,NA,NA
Chris-2000,17034,Cold/Wind Chill,0,0,0,0,NA,NA
Chris-2000,46069,Blizzard,0,0,0,0,NA,NA
Chris-2000,19054,Cold/Wind Chill,0,0,0,0,NA,NA
Chris-2000,40064,Ice Storm,0,0,0,0,NA,NA
Chris-2000,49002,Heavy Snow,0,0,0,0,0,0
Chris-2000,49006,Heavy Snow,0,0,0,0,0,0
Chris-2000,17009,Cold/Wind Chill,0,0,0,0,NA,NA
Helene-2000,12006,Tropical Storm,0,0,0,0,NA,NA
Gordon-2000,12050,Hurricane (Typhoon),0,0,0,0,10000,0
Gordon-2000,12060,Hurricane (Typhoon),0,0,0,0,1.80E+07,0
Debby-2000,99010,Hurricane (Typhoon),0,0,0,0,41000,NA
Debby-2000,96002,Hurricane (Typhoon),0,0,0,0,1.00E+05,NA
Debby-2000,96001,Hurricane (Typhoon),0,0,0,0,1.00E+05,NA
Gordon-2000,51840,Heavy Rain,0,0,0,0,NA,NA
Chris-2000,40075,Ice Storm,0,0,0,0,NA,NA
Florence-2000,55011,Heavy Snow,0,0,0,0,NA,NA
Florence-2000,55012,Heavy Snow,0,0,0,0,NA,NA
Gordon-2000,34021,Flash Flood,0,0,0,0,NA,0
Helene-2000,1063,Tropical Storm,0,0,0,0,10000,NA
Gordon-2000,51061,Heavy Rain,0,0,0,0,NA,NA
Gordon-2000,51171,Heavy Rain,0,0,0,0,NA,NA
Gordon-2000,51187,Flash Flood,0,0,0,0,NA,NA
Gordon-2000,51157,Heavy Rain,0,0,0,0,NA,NA
Gordon-2000,51139,Heavy Rain,0,0,0,0,NA,NA
Gordon-2000,51113,Heavy Rain,0,0,0,0,NA,NA
Debby-2000,99005,Hurricane (Typhoon),0,0,0,0,41000,NA
Gordon-2000,24510,Heavy Rain,0,0,0,0,NA,NA
Helene-2000,1061,Tropical Storm,0,0,0,0,NA,NA
Helene-2000,12002,Tropical Storm,0,0,0,0,NA,NA
Gordon-2000,51047,Heavy Rain,0,0,0,0,NA,NA
Gordon-2000,51137,Heavy Rain,0,0,0,0,NA,NA
Gordon-2000,51003,Heavy Rain,0,0,0,0,NA,NA
Gordon-2000,51540,Heavy Rain,0,0,0,0,NA,NA
Chris-2000,40074,Ice Storm,0,0,0,0,NA,NA
Gordon-2000,34007,Heavy Rain,0,0,0,0,NA,0
Helene-2000,1062,Tropical Storm,0,0,0,0,NA,NA
Gordon-2000,51069,Flash Flood,0,0,0,0,NA,NA
Gordon-2000,51107,Heavy Rain,0,0,0,0,NA,NA
Gordon-2000,51059,Heavy Rain,0,0,0,0,NA,NA
Gordon-2000,51790,Heavy Rain,0,0,0,0,NA,NA
Gordon-2000,51015,Heavy Rain,0,0,0,0,NA,NA
Gordon-2000,24027,Heavy Rain,0,0,0,0,NA,NA
Gordon-2000,24035,Heavy Rain,0,0,0,0,NA,0
Gordon-2000,24015,Heavy Rain,0,0,0,0,NA,0
Gordon-2000,24029,Heavy Rain,0,0,0,0,NA,0
Gordon-2000,12050,Hurricane (Typhoon),0,0,0,0,5.00E+05,0
Gordon-2000,12052,Hurricane (Typhoon),0,0,0,0,25000,0
Gordon-2000,12065,Hurricane (Typhoon),0,0,0,0,5.00E+05,0
Gordon-2000,12062,Hurricane (Typhoon),0,0,0,0,150000,0
Gordon-2000,12042,Hurricane (Typhoon),0,0,0,0,25000,0
Gordon-2000,12061,Hurricane (Typhoon),0,0,0,0,20000,0
Gordon-2000,12056,Hurricane (Typhoon),0,0,0,0,20000,0
Gordon-2000,12048,Hurricane (Typhoon),0,0,0,0,1.00E+05,0
Gordon-2000,24013,Flash Flood,0,0,0,0,NA,NA
Gordon-2000,36071,Heavy Rain,0,0,0,0,NA,NA
Gordon-2000,34005,Heavy Rain,0,0,0,0,NA,0
Gordon-2000,12051,Hurricane (Typhoon),0,0,0,0,5.00E+05,0
Gordon-2000,12039,Hurricane (Typhoon),0,0,0,0,1.00E+05,0
Gordon-2000,12055,Hurricane (Typhoon),0,0,0,0,1.00E+06,0
Gordon-2000,12049,Hurricane (Typhoon),0,0,0,0,250000,0
Gordon-2000,12057,Hurricane (Typhoon),0,0,0,0,50000,0
Debby-2000,99003,Hurricane (Typhoon),0,0,0,0,41000,NA
Helene-2000,12004,Tropical Storm,0,0,0,0,NA,NA
Debby-2000,99001,Hurricane (Typhoon),0,0,0,0,41000,NA
Debby-2000,99006,Hurricane (Typhoon),0,0,0,0,41000,NA
Debby-2000,99011,Hurricane (Typhoon),0,0,0,0,41000,NA
Chris-2000,19076,Cold/Wind Chill,0,0,0,0,NA,NA
Gordon-2000,12067,Tropical Storm,0,0,0,0,50000,NA
Chris-2000,19053,Cold/Wind Chill,0,0,0,0,NA,NA
Chris-2000,19099,Cold/Wind Chill,0,0,0,0,NA,NA
Helene-2000,12001,Tropical Storm,0,0,0,0,NA,NA
Chris-2000,19052,Cold/Wind Chill,0,0,0,0,NA,NA
Chris-2000,19078,Cold/Wind Chill,0,0,0,0,NA,NA
Helene-2000,12005,Tropical Storm,0,0,0,0,NA,NA
Debby-2000,99012,Hurricane (Typhoon),0,0,0,0,25000,NA
Chris-2000,19067,Cold/Wind Chill,0,0,0,0,NA,NA
Debby-2000,99008,Hurricane (Typhoon),0,0,0,0,41000,NA
Debby-2000,99007,Hurricane (Typhoon),0,0,0,0,41000,NA
Gordon-2000,12072,Tropical Storm,0,0,0,0,NA,NA
Gordon-2000,54003,Heavy Rain,0,0,0,0,NA,NA
Chris-2000,19051,Cold/Wind Chill,0,0,0,0,NA,NA
Chris-2000,19066,Cold/Wind Chill,0,0,0,0,NA,NA
Chris-2000,35019,Winter Storm,0,0,0,0,NA,NA
Chris-2000,19040,Cold/Wind Chill,0,0,0,0,NA,NA
Chris-2000,35021,Winter Storm,0,0,0,0,NA,NA
Chris-2000,35011,Winter Storm,0,0,0,0,NA,NA
Chris-2000,19088,Cold/Wind Chill,0,0,0,0,NA,NA
Chris-2000,19041,Cold/Wind Chill,0,0,0,0,NA,NA
Chris-2000,35009,Winter Storm,0,0,0,0,NA,NA
Chris-2000,35016,Winter Storm,0,0,0,0,NA,NA
Chris-2000,35002,Winter Storm,0,0,0,0,NA,NA
Chris-2000,19088,Heavy Snow,0,0,0,0,NA,NA
Chris-2000,17018,Cold/Wind Chill,0,0,0,0,NA,NA
Chris-2000,17016,Heavy Snow,0,0,0,0,NA,NA
Chris-2000,17025,Heavy Snow,0,0,0,0,NA,NA
Chris-2000,19063,Heavy Snow,0,0,0,0,NA,NA
Chris-2000,35013,Winter Storm,0,0,0,0,NA,NA
Chris-2000,17001,Cold/Wind Chill,0,0,0,0,NA,NA
Chris-2000,17035,Cold/Wind Chill,0,0,0,0,NA,NA
Chris-2000,19077,Heavy Snow,0,0,0,0,NA,NA
Chris-2000,17017,Heavy Snow,0,0,0,0,NA,NA
Chris-2000,19064,Heavy Snow,0,0,0,0,NA,NA
Chris-2000,17024,Cold/Wind Chill,0,0,0,0,NA,NA
Chris-2000,35005,Winter Storm,0,0,0,0,NA,NA
Chris-2000,19098,Heavy Snow,0,0,0,0,NA,NA
Chris-2000,17025,Cold/Wind Chill,0,0,0,0,NA,NA
Chris-2000,17016,Cold/Wind Chill,0,0,0,0,NA,NA
Chris-2000,19067,Heavy Snow,0,0,0,0,NA,NA
Chris-2000,19068,Heavy Snow,0,0,0,0,NA,NA
Chris-2000,19042,Heavy Snow,0,0,0,0,NA,NA
Chris-2000,17007,Heavy Snow,0,0,0,0,NA,NA
Chris-2000,17034,Heavy Snow,0,0,0,0,NA,NA
Chris-2000,17015,Cold/Wind Chill,0,0,0,0,NA,NA
Chris-2000,17002,Cold/Wind Chill,0,0,0,0,NA,NA
Chris-2000,35010,Winter Storm,0,0,0,0,NA,NA
Keith-2000,19041,Flood,0,0,0,0,NA,NA
Chris-2000,19087,Heavy Snow,0,0,0,0,NA,NA
Chris-2000,19054,Heavy Snow,0,0,0,0,NA,NA
Chris-2000,17035,Heavy Snow,0,0,0,0,NA,NA
Helene-2000,45005,Tornado,5,0,1,0,290000,NA
Chris-2000,19099,Heavy Snow,0,0,0,0,NA,NA
Chris-2000,19052,Heavy Snow,0,0,0,0,NA,NA
Chris-2000,19042,Cold/Wind Chill,0,0,0,0,NA,NA
Chris-2000,19089,Cold/Wind Chill,0,0,0,0,NA,NA
Chris-2000,17002,Heavy Snow,0,0,0,0,NA,NA
Chris-2000,17024,Heavy Snow,0,0,0,0,NA,NA
Chris-2000,19078,Heavy Snow,0,0,0,0,NA,NA
Chris-2000,17018,Heavy Snow,0,0,0,0,NA,NA
Chris-2000,17015,Heavy Snow,0,0,0,0,NA,NA
Chris-2000,17001,Heavy Snow,0,0,0,0,NA,NA
Chris-2000,17026,Heavy Snow,0,0,0,0,NA,NA
Chris-2000,17009,Heavy Snow,0,0,0,0,NA,NA
Chris-2000,35018,Winter Storm,0,0,0,0,NA,NA
Chris-2000,19053,Heavy Snow,0,0,0,0,NA,NA
Chris-2000,19076,Heavy Snow,0,0,0,0,NA,NA
Chris-2000,35017,Winter Storm,0,0,0,0,NA,NA
Chris-2000,19065,Cold/Wind Chill,0,0,0,0,NA,NA
Chris-2000,35012,Winter Storm,0,0,0,0,NA,NA
Chris-2000,35006,Winter Storm,0,0,0,0,NA,NA
Chris-2000,6048,High Wind,0,0,0,0,3.00E+05,NA
Chris-2000,10001,High Wind,0,0,0,0,NA,NA
Chris-2000,42060,High Wind,0,0,1,0,NA,NA
Chris-2000,42069,High Wind,0,0,0,0,2.00E+05,NA
