"","storm_id","STATE_FIPS","EVENT_TYPE","CZ_FIPS","INJURIES_DIRECT","INJURIES_INDIRECT","DEATHS_DIRECT","DEATHS_INDIRECT","DAMAGE_PROPERTY","DAMAGE_CROPS"
"1","Arthur",51,"Thunderstorm Wind",171,0,0,0,0,"0.00K","0.00K"
"2","Arthur",51,"Hail",69,0,0,0,0,"0.00K","0.00K"
"3","Arthur",51,"Thunderstorm Wind",47,0,0,0,0,"0.00K","0.25K"
"4","Arthur",51,"Thunderstorm Wind",47,0,0,0,0,"0.00K","0.25K"
"5","Arthur",51,"Thunderstorm Wind",47,0,0,0,0,"0.00K","0.25K"
"6","Arthur",54,"Thunderstorm Wind",31,0,0,0,0,"0.00K","0.25K"
"7","Arthur",51,"Thunderstorm Wind",3,0,0,0,0,"0.00K","0.50K"
"8","Arthur",51,"Hail",171,0,0,0,0,"0.00K","0.00K"
"9","Arthur",51,"Thunderstorm Wind",171,0,0,0,0,"0.00K","2.00K"
"10","Arthur",51,"Hail",171,0,0,0,0,"0.00K","0.00K"
"11","Arthur",51,"Hail",69,0,0,0,0,"0.00K","0.00K"
"12","Arthur",51,"Hail",69,0,0,0,0,"0.00K","0.00K"
"13","Arthur",51,"Hail",69,0,0,0,0,"0.00K","0.00K"
"14","Fay",37,"Thunderstorm Wind",51,0,0,0,0,"0.50K","0.00K"
"15","Arthur",25,"Thunderstorm Wind",15,0,0,0,0,"75.00K","0.00K"
"16","Arthur",25,"Thunderstorm Wind",11,0,0,0,0,"15.00K","0.00K"
"17","Arthur",25,"Thunderstorm Wind",27,0,0,0,0,"20.00K","0.00K"
"18","Arthur",25,"Thunderstorm Wind",11,0,0,0,0,"5.00K","0.00K"
"19","Arthur",25,"Thunderstorm Wind",27,0,0,0,0,"10.00K","0.00K"
"20","Arthur",25,"Thunderstorm Wind",17,0,0,0,0,"75.00K","0.00K"
"21","Arthur",25,"Thunderstorm Wind",21,0,0,0,0,"20.00K","0.00K"
"22","Arthur",25,"Thunderstorm Wind",9,0,0,0,0,"25.00K","0.00K"
"23","Arthur",25,"Thunderstorm Wind",9,0,0,0,0,"25.00K","0.00K"
"24","Arthur",33,"Thunderstorm Wind",11,0,0,0,0,"5.00K","0.00K"
"25","Fay",37,"Thunderstorm Wind",125,0,0,0,0,"0.50K","0.00K"
"26","Fay",37,"Thunderstorm Wind",125,0,0,0,0,"0.50K","0.00K"
"27","Fay",37,"Thunderstorm Wind",51,0,0,0,0,"0.00K","0.00K"
"28","Fay",37,"Flash Flood",51,0,0,0,0,"2.00K","0.00K"
"29","Fay",37,"Thunderstorm Wind",183,0,0,0,0,"0.00K","0.00K"
"30","Dolly",48,"Drought",252,0,0,0,0,"0.00K",""
"31","Dolly",48,"Drought",249,0,0,0,0,"0.00K",""
"32","Fay",37,"Thunderstorm Wind",151,0,0,0,0,"0.00K","0.00K"
"33","Fay",37,"Thunderstorm Wind",151,0,0,0,0,"0.00K","0.00K"
"34","Dolly",85,"Marine Thunderstorm Wind",130,0,0,0,0,"0.00K","0.00K"
"35","Dolly",85,"Marine Thunderstorm Wind",130,0,0,0,0,"0.00K","0.00K"
"36","Arthur",42,"Hail",115,0,0,0,0,"0.00K","0.00K"
"37","Fay",54,"Heavy Snow",16,0,0,0,0,"0.00K","0.00K"
"38","Fay",54,"Heavy Snow",38,0,0,0,0,"0.00K","0.00K"
"39","Fay",54,"Heavy Snow",17,0,0,0,0,"0.00K","0.00K"
"40","Fay",54,"Heavy Snow",7,0,0,0,0,"0.00K","0.00K"
"41","Fay",54,"Heavy Snow",46,0,0,0,0,"0.00K","0.00K"
"42","Fay",54,"Heavy Snow",39,0,0,0,0,"0.00K","0.00K"
"43","Fay",54,"Heavy Snow",5,0,0,0,0,"0.00K","0.00K"
"44","Fay",54,"Heavy Snow",33,0,0,0,0,"0.00K","0.00K"
"45","Fay",54,"Heavy Snow",34,0,0,0,0,"0.00K","0.00K"
"46","Fay",54,"Heavy Snow",36,0,0,0,0,"0.00K","0.00K"
