"","storm_id","STATE_FIPS","EVENT_TYPE","CZ_FIPS","INJURIES_DIRECT","INJURIES_INDIRECT","DEATHS_DIRECT","DEATHS_INDIRECT","DAMAGE_PROPERTY","DAMAGE_CROPS"
"1","Florence",34,"Winter Storm",23,0,0,0,0,"",""
"2","Florence",34,"Winter Storm",20,0,0,0,0,"",""
"3","Florence",41,"High Wind",6,0,0,0,0,"",""
"4","Chris",53,"Flood",49,0,0,0,0,"",""
"5","Chris",53,"Flood",15,0,0,0,0,"",""
"6","Florence",41,"High Wind",3,0,0,0,0,"",""
"7","Florence",41,"High Wind",1,0,0,0,0,"",""
"8","Chris",53,"Flood",15,0,0,0,0,"",""
"9","Florence",41,"High Wind",4,0,0,0,0,"",""
"10","Florence",41,"High Wind",2,0,0,0,0,"",""
"11","Chris",29,"Drought",103,0,0,0,0,"",""
"12","Chris",29,"Drought",95,0,0,0,0,"",""
"13","Chris",29,"Drought",90,0,0,0,0,"",""
"14","Chris",29,"Drought",104,0,0,0,0,"",""
"15","Chris",29,"Drought",91,0,0,0,0,"",""
"16","Chris",29,"Drought",79,0,0,0,0,"",""
"17","Chris",29,"Drought",68,0,0,0,0,"",""
"18","Chris",29,"Drought",55,0,0,0,0,"",""
"19","Chris",29,"Drought",88,0,0,0,0,"",""
"20","Chris",29,"Drought",101,0,0,0,0,"",""
"21","Chris",29,"Drought",93,0,0,0,0,"",""
"22","Chris",17,"Winter Storm",41,0,0,0,0,"",""
"23","Chris",17,"Winter Storm",54,0,0,0,0,"",""
"24","Chris",29,"Tornado",225,13,0,0,0,"700K",""
"25","Chris",29,"Tornado",225,0,0,0,0,"",""
"26","Chris",29,"Drought",88,0,0,0,0,"",""
"27","Chris",29,"Drought",77,0,0,0,0,"",""
"28","Chris",29,"Drought",66,0,0,0,0,"",""
"29","Chris",29,"Drought",94,0,0,0,0,"",""
"30","Chris",29,"Drought",102,0,0,0,0,"",""
"31","Chris",29,"Drought",89,0,0,0,0,"",""
"32","Florence",50,"Winter Storm",9,0,0,0,0,"10K",""
"33","Florence",50,"Winter Storm",11,0,0,0,0,"15K",""
"34","Chris",29,"Drought",67,0,0,0,0,"",""
"35","Chris",29,"Drought",78,0,0,0,0,"",""
"36","Florence",50,"Winter Storm",18,0,0,0,0,"10K",""
"37","Florence",50,"Winter Storm",19,0,0,0,0,"15K",""
"38","Chris",29,"Drought",101,0,0,0,0,"",""
"39","Chris",29,"Drought",93,0,0,0,0,"",""
"40","Florence",34,"Winter Weather",9,0,0,0,0,"",""
"41","Florence",34,"Winter Weather",15,0,0,0,0,"",""
"42","Florence",34,"Winter Weather",12,0,0,0,0,"",""
"43","Florence",34,"Winter Weather",8,0,0,0,0,"",""
"44","Florence",34,"Winter Weather",16,0,0,0,0,"",""
"45","Florence",34,"Winter Weather",10,0,0,0,0,"",""
"46","Florence",34,"Winter Weather",1,0,0,0,0,"",""
"47","Florence",34,"Winter Weather",13,0,0,0,0,"",""
"48","Florence",34,"Winter Storm",25,0,0,0,0,"",""
"49","Florence",34,"Winter Storm",24,0,0,0,0,"",""
"50","Florence",34,"Winter Storm",26,0,0,0,0,"",""
"51","Florence",34,"Winter Storm",19,0,0,0,0,"",""
"52","Florence",34,"Winter Storm",27,0,0,0,0,"",""
"53","Florence",34,"Winter Storm",22,0,0,0,0,"",""
"54","Florence",41,"High Wind",2,0,0,0,0,"50K",""
"55","Florence",41,"Strong Wind",4,0,0,0,0,"50K",""
"56","Florence",41,"Strong Wind",3,0,0,0,0,"50K",""
"57","Florence",41,"Strong Wind",4,0,0,0,0,"50K",""
"58","Chris",29,"Drought",80,0,0,0,0,"",""
"59","Florence",41,"High Wind",1,0,0,0,0,"100K",""
"60","Florence",41,"High Wind",2,0,0,0,0,"100K",""
"61","Florence",41,"Strong Wind",3,0,0,0,0,"50K",""
"62","Florence",41,"High Wind",1,0,0,0,0,"50K",""
"63","Florence",34,"Winter Weather",18,0,0,0,0,"",""
"64","Florence",34,"Winter Weather",21,0,0,0,0,"",""
"65","Florence",34,"Winter Weather",14,0,0,0,0,"",""
"66","Florence",34,"Winter Weather",17,0,0,0,0,"",""
"67","Chris",42,"Wildfire",69,0,0,0,0,"5K",""
"68","Chris",29,"Drought",67,0,0,0,0,"",""
"69","Chris",29,"Drought",78,0,0,0,0,"",""
"70","Chris",29,"Drought",77,0,0,0,0,"",""
"71","Chris",29,"Drought",89,0,0,0,0,"",""
"72","Chris",29,"Drought",66,0,0,0,0,"",""
"73","Chris",29,"Drought",94,0,0,0,0,"",""
"74","Chris",29,"Drought",102,0,0,0,0,"",""
"75","Chris",29,"Drought",103,0,0,0,0,"",""
"76","Chris",17,"Winter Storm",55,0,0,0,0,"",""
"77","Chris",4,"Winter Storm",7,0,0,0,0,"",""
"78","Chris",4,"Winter Storm",8,0,0,0,0,"",""
"79","Chris",4,"Winter Storm",5,0,0,0,0,"",""
"80","Chris",4,"Winter Storm",6,0,0,0,0,"",""
"81","Chris",4,"Winter Storm",4,0,0,0,0,"",""
"82","Chris",4,"Winter Storm",10,0,0,0,0,"",""
"83","Chris",29,"Drought",90,0,0,0,0,"",""
"84","Chris",29,"Drought",79,0,0,0,0,"",""
"85","Chris",29,"Drought",80,0,0,0,0,"",""
"86","Chris",29,"Drought",55,0,0,0,0,"",""
"87","Chris",4,"Winter Storm",39,0,0,0,0,"",""
"88","Chris",4,"Winter Storm",40,0,0,0,0,"",""
"89","Chris",4,"Winter Storm",37,0,0,3,0,"",""
"90","Chris",4,"Winter Storm",38,0,0,0,0,"",""
"91","Chris",29,"Drought",104,0,0,0,0,"",""
"92","Chris",29,"Drought",95,0,0,0,0,"",""
"93","Chris",29,"Drought",68,0,0,0,0,"",""
"94","Chris",29,"Drought",91,0,0,0,0,"",""
"95","Chris",17,"Winter Storm",40,0,0,0,0,"",""
"96","Chris",17,"Winter Storm",57,0,0,0,0,"",""
