FAT_YEARMONTH,FAT_DAY,FAT_TIME,FATALITY_ID,EVENT_ID,FATALITY_TYPE,FATALITY_DATE,FATALITY_AGE,FATALITY_SEX,FATALITY_LOCATION,EVENT_YEARMONTH
199901,29,0,1003219,5680273,D,1/29/99 12:00,31,M,Outside/Open Areas,199901
199901,24,0,1003220,5678548,D,1/24/99 12:00,41,M,Vehicle/Towed Trailer,199901
199901,21,0,1003222,5679071,D,1/21/99 12:00,27,F,Vehicle/Towed Trailer,199901
199901,1,0,1003224,5679724,D,1/1/99 12:00,,M,Permanent Home,199901
199901,1,0,1003225,5679724,D,1/1/99 12:00,75,F,Outside/Open Areas,199901
199901,4,0,1003226,5680154,D,1/4/99 12:00,46,M,Outside/Open Areas,199901
199901,4,0,1003227,5680154,D,1/4/99 12:00,86,F,Outside/Open Areas,199901
199901,4,0,1003228,5680154,D,1/4/99 12:00,27,M,Outside/Open Areas,199901
199901,22,0,1003229,5679339,D,1/22/99 12:00,28,F,Vehicle/Towed Trailer,199901
199901,22,0,1003230,5679339,D,1/22/99 12:00,2,F,Vehicle/Towed Trailer,199901
199901,22,0,1003232,5679345,D,1/22/99 12:00,23,F,Vehicle/Towed Trailer,199901
199901,3,0,1003233,5678959,D,1/3/99 12:00,,M,In Water,199901
199901,3,0,1003234,5678959,D,1/3/99 12:00,,M,In Water,199901
199901,23,0,1003236,5680925,D,1/23/99 12:00,39,M,In Water,199901
199901,22,0,1003237,5681298,D,1/22/99 12:00,27,F,Vehicle/Towed Trailer,199901
199901,30,0,1003239,5682045,D,1/30/99 12:00,37,F,Vehicle/Towed Trailer,199901
199901,23,0,1003240,5681146,D,1/23/99 12:00,54,M,Vehicle/Towed Trailer,199901
199901,1,0,1003241,5680948,D,1/1/99 12:00,58,M,Outside/Open Areas,199901
199901,29,0,1003244,5681113,D,1/29/99 12:00,19,M,Outside/Open Areas,199901
199901,4,0,1003245,5681760,D,1/4/99 12:00,22,F,Vehicle/Towed Trailer,199901
199901,18,0,1003246,5681587,D,1/18/99 12:00,29,M,Outside/Open Areas,199901
199901,28,0,1003247,5680603,D,1/28/99 12:00,84,M,In Water,199901
199901,3,0,1003261,5684817,D,1/3/99 12:00,40,M,Permanent Home,199901
199901,2,0,1003262,5684830,D,1/2/99 12:00,11,M,Other,199901
199901,1,0,1003264,5685203,D,1/1/99 12:00,15,M,Vehicle/Towed Trailer,199901
199901,3,0,1003265,5685209,D,1/3/99 12:00,55,M,Outside/Open Areas,199901
199901,23,0,1003266,5685360,D,1/23/99 12:00,23,M,Outside/Open Areas,199901
